datetime,Global_active_power_standardized
2006-12-16 17:00:00,3.502734871776847
2006-12-16 18:00:00,2.842247897224609
2006-12-16 19:00:00,2.582871151283391
2006-12-16 20:00:00,2.4356462416027167
2006-12-16 21:00:00,2.1984836845652147
2006-12-16 22:00:00,1.240962689705335
2006-12-16 23:00:00,1.0860597214438454
2006-12-17 00:00:00,0.885759300020062
2006-12-17 01:00:00,2.526031154507941
2006-12-17 02:00:00,0.555677325303087
2006-12-17 03:00:00,0.6394650713694554
2006-12-17 04:00:00,1.2584433182218504
2006-12-17 05:00:00,1.0135281583454678
2006-12-17 06:00:00,0.23815605807026036
2006-12-17 07:00:00,0.5923158281426064
2006-12-17 08:00:00,0.8948164273751013
2006-12-17 09:00:00,1.6311273364236385
2006-12-17 10:00:00,2.8385579564503343
2006-12-17 11:00:00,1.5438360102281599
2006-12-17 12:00:00,0.9231059733112105
2006-12-17 13:00:00,0.6378623698210331
2006-12-17 14:00:00,1.1207600735736447
2006-12-17 15:00:00,2.1190195054666834
2006-12-17 16:00:00,2.49990339205575
2006-12-17 17:00:00,2.5901764885738756
2006-12-17 18:00:00,2.9148167324520204
2006-12-17 19:00:00,2.0329208874002638
2006-12-17 20:00:00,2.539560937346949
2006-12-17 21:00:00,2.180928511790633
2006-12-17 22:00:00,0.47822584117234224
2006-12-17 23:00:00,-0.7296893165317835
2006-12-18 00:00:00,-0.910123693180934
2006-12-18 01:00:00,-0.8688261742122791
2006-12-18 02:00:00,-0.9010665658258951
2006-12-18 03:00:00,-0.8725906592446202
2006-12-18 04:00:00,-0.0715380620656192
2006-12-18 05:00:00,-0.8909658188579298
2006-12-18 06:00:00,-0.537066953688815
2006-12-18 07:00:00,1.520839106614749
2006-12-18 08:00:00,1.109019352928224
2006-12-18 09:00:00,0.6027147521428368
2006-12-18 10:00:00,0.24523776258654592
2006-12-18 11:00:00,0.5273505072379443
2006-12-18 12:00:00,0.7444233867266148
2006-12-18 13:00:00,0.6616792602731726
2006-12-18 14:00:00,0.7186683455647551
2006-12-18 15:00:00,0.7759928800176351
2006-12-18 16:00:00,0.9604899187313919
2006-12-18 17:00:00,1.1903844106074424
2006-12-18 18:00:00,1.4672790571942091
2006-12-18 19:00:00,1.7042925257155788
2006-12-18 20:00:00,2.1918865177263593
2006-12-18 21:00:00,1.206970508027164
2006-12-18 22:00:00,0.7251164238874783
2006-12-18 23:00:00,0.5109507704633882
2006-12-19 00:00:00,-0.2830946664573933
2006-12-19 01:00:00,-0.8243977964048451
2006-12-19 02:00:00,-0.8532464242764508
2006-12-19 03:00:00,-0.8744169935672413
2006-12-19 04:00:00,-0.8525755259538551
2006-12-19 05:00:00,-0.8762433278898624
2006-12-19 06:00:00,-0.3287157523938859
2006-12-19 07:00:00,0.7774837651789587
2006-12-19 08:00:00,3.1182480127145826
2006-12-19 09:00:00,0.5897813233683572
2006-12-19 10:00:00,-0.7303602148543789
2006-12-19 11:00:00,1.3768196000309192
2006-12-19 12:00:00,-0.7375910078867969
2006-12-19 13:00:00,-0.8831759438900156
2006-12-19 14:00:00,-0.8813123374383615
2006-12-19 15:00:00,-0.7479899318870268
2006-12-19 16:00:00,0.3151230045235749
2006-12-19 17:00:00,1.1418560986063695
2006-12-19 18:00:00,1.2460689713828674
2006-12-19 19:00:00,0.8406227517609995
2006-12-19 20:00:00,2.068851219788155
2006-12-19 21:00:00,0.39421446233177515
2006-12-19 22:00:00,-0.4140689278796439
2006-12-19 23:00:00,-0.7901074376944096
2006-12-20 00:00:00,-0.70497789498285
2006-12-20 01:00:00,-0.9299151936975006
2006-12-20 02:00:00,-0.34209644671676237
2006-12-20 03:00:00,-0.872478842857521
2006-12-20 04:00:00,-0.895997556277396
2006-12-20 05:00:00,-0.9254052660844978
2006-12-20 06:00:00,-0.9020356411807552
2006-12-20 07:00:00,0.4878793225919104
2006-12-20 08:00:00,2.043207995013395
2006-12-20 09:00:00,0.33010640039487377
2006-12-20 10:00:00,0.46961597936570043
2006-12-20 11:00:00,2.015030265464385
2006-12-20 12:00:00,0.36980121781510633
2006-12-20 13:00:00,0.3780383583314173
2006-12-20 14:00:00,0.22876348155392345
2006-12-20 15:00:00,-0.9047937787292034
2006-12-20 16:00:00,-0.6953616856923147
2006-12-20 17:00:00,-0.5778799349800399
2006-12-20 18:00:00,1.9528976263662365
2006-12-20 19:00:00,2.4133575084409333
2006-12-20 20:00:00,2.7788107336103036
2006-12-20 21:00:00,2.857753102902372
2006-12-20 22:00:00,2.2012790942426963
2006-12-20 23:00:00,1.4440585208065992
2006-12-21 00:00:00,0.4982037023340743
2006-12-21 01:00:00,0.34400890452421334
2006-12-21 02:00:00,0.20640020413407414
2006-12-21 03:00:00,-0.8807905276318984
2006-12-21 04:00:00,-0.943258615891344
2006-12-21 05:00:00,-0.8940966776967088
2006-12-21 06:00:00,-0.8885431304707795
2006-12-21 07:00:00,0.21262464968259892
