date,y_true,normal_pred,tda_pred,normal_abs_error,tda_abs_error,abs_error_diff_tda_minus_normal,tda_error_improved
2010-03-19,1.1551277777777778,1.093604137617865,1.1392651557586946,0.06152364015991285,0.015862622019083172,-0.04566101814082968,True
2010-03-20,0.5678103448275862,1.4577535015244432,1.3401621178392624,0.889943156696857,0.7723517730116762,-0.11759138368518074,True
2010-03-21,1.4771046698872787,1.044836214468228,0.99766030283199,0.4322684554190508,0.4794443670552887,0.04717591163623791,False
2010-03-22,1.1240208333333332,1.1441802350201271,1.1135720227465065,0.020159401686793865,0.010448810586826784,-0.00971059109996708,True
2010-03-23,1.265390277777778,1.0467594486170002,1.0398992117582395,0.2186308291607777,0.2254910660195384,0.006860236858760693,False
2010-03-24,1.3852444444444445,1.2510215994472906,1.2401787528662684,0.13422284499715387,0.14506569157817606,0.010842846581022192,False
2010-03-25,1.166586111111111,1.1986113707025576,1.1984069826091526,0.03202525959144653,0.03182087149804147,-0.00020438809340506126,True
2010-03-26,1.146725,1.1360333140604097,1.1846448009764705,0.010691685939590245,0.03791980097647052,0.027228115036880274,False
2010-03-27,1.2833125,1.4006922250621592,1.339638211554892,0.1173797250621591,0.056325711554891855,-0.061054013507267246,True
2010-03-28,1.2487597222222222,1.2802745644817826,1.2399826652468209,0.03151484225956036,0.00877705697540132,-0.02273778528415904,True
2010-03-29,1.126901388888889,1.111953061700687,1.1096130162082465,0.014948327188202049,0.01728837268064254,0.00234004549244049,False
2010-03-30,1.3239263888888888,1.1727215455059812,1.1616806799388368,0.15120484338290763,0.16224570895005197,0.011040865567144342,False
2010-03-31,1.3359736111111111,1.2292913902448879,1.2203148584282193,0.10668222086622325,0.11565875268289183,0.008976531816668576,False
2010-04-01,1.1718333333333333,1.1323395853629032,1.1423889259503708,0.03949374797043004,0.0294444073829625,-0.010049340587467537,True
2010-04-02,1.1448763888888889,1.1886860120881975,1.1905296412420663,0.04380962319930859,0.04565325235317741,0.0018436291538688199,False
2010-04-03,1.2536652777777777,1.3411811431124876,1.278569671213733,0.0875158653347099,0.024904393435955408,-0.06261147189875449,True
2010-04-04,1.1738805555555556,1.1089777870859767,1.1671024773838057,0.06490276846957888,0.006778078171749913,-0.05812469029782896,True
2010-04-05,0.7769583333333333,1.0015656045167474,1.0191989714162444,0.22460727118341406,0.24224063808291108,0.017633366899497016,False
2010-04-06,1.267952777777778,1.076046896477147,1.0382152593609728,0.1919058813006309,0.22973751841680512,0.03783163711617421,False
2010-04-07,1.1090152777777778,1.2074959683385575,1.2254836950567847,0.0984806905607798,0.11646841727900692,0.017987726718227126,False
2010-04-08,1.1452916666666666,1.02710205990185,1.0601321996001885,0.11818960676481649,0.08515946706647815,-0.033030139698338346,True
2010-04-09,0.8564930555555554,1.0978230619639262,1.1400984762778965,0.24133000640837077,0.2836054207223411,0.042275414313970305,False
2010-04-10,0.8265333333333333,1.181247620443152,1.1344148524499302,0.35471428710981856,0.3078815191165969,-0.04683276799322167,True
2010-04-11,1.1138359972202918,1.0773770929462623,1.0425950842148006,0.036458904274029535,0.07124091300549118,0.034782008731461644,False
2010-04-12,0.9996013888888888,0.9387537908111581,0.9677539236240379,0.06084759807773077,0.03184746526485094,-0.02900013281287983,True
2010-04-13,1.0504888888888888,1.0839510025824184,1.1183451717658952,0.03346211369352958,0.0678562828770064,0.03439416918347682,False
2010-04-14,1.1530305555555556,1.038053274253952,1.0620803430058747,0.11497728130160345,0.09095021254968083,-0.02402706875192262,True
2010-04-15,1.3001236111111112,0.9913645994456155,1.0190089044567878,0.3087590116654957,0.28111470665432337,-0.02764430501117232,True
2010-04-16,1.0847652777777776,1.0179996306290817,1.0159377598771906,0.06676564714869593,0.06882751790058705,0.002061870751891126,False
2010-04-17,1.0817444444444444,1.2242058840261205,1.181891752608514,0.14246143958167612,0.10014730816406958,-0.04231413141760654,True
2010-04-18,1.0250736111111112,1.1325906341671028,1.14866545227454,0.10751702305599165,0.12359184116342892,0.016074818107437272,False
2010-04-19,1.186523611111111,0.9304675472968559,0.9547857786182014,0.25605606381425516,0.2317378324929097,-0.024318231321345474,True
2010-04-20,1.2733527777777778,1.0257632961893468,1.061164835703743,0.24758948158843097,0.21218794207403469,-0.035401539514396285,True
2010-04-21,1.0971625,1.0637394983772481,1.1038191337728078,0.03342300162275191,0.006656633772807785,-0.026766367849944128,True
2010-04-22,1.0145166666666667,1.0912335667871766,1.1016087810824944,0.07671690012050991,0.08709211441582765,0.010375214295317736,False
2010-04-23,0.8198166666666667,1.0526855707150964,1.068426109499249,0.23286890404842964,0.24860944283258235,0.015740538784152713,False
2010-04-24,1.0544569444444443,1.098902176575679,1.055893880730314,0.044445232131234746,0.0014369362858697166,-0.04300829584536503,True
2010-04-25,1.071348611111111,1.0368757962250597,1.0758102016419826,0.03447281488605136,0.004461590530871584,-0.030011224355179777,True
2010-04-26,0.751886111111111,0.9602311383773808,0.9944698157124251,0.2083450272662698,0.24258370460131407,0.034238677335044265,False
2010-04-27,0.8687083333333334,0.9165569583055636,0.9158770548591849,0.04784862497223019,0.0471687215258515,-0.0006799034463786935,True
2010-04-28,0.6026791666666667,0.9167360455549922,0.9195588718096057,0.31405687888832556,0.31687970514293906,0.0028228262546134975,False
2010-04-29,0.7664749999999999,0.8374833452771407,0.8437343091874809,0.07100834527714084,0.07725930918748103,0.00625096391034019,False
2010-04-30,0.776825,0.8436722877313331,0.835140832168731,0.06684728773133308,0.05831583216873104,-0.008531455562602042,True
2010-05-01,0.9167763888888888,0.9667240993853837,0.9391885997528051,0.049947710496494935,0.022412210863916315,-0.02753549963257862,True
2010-05-02,1.5193819444444443,0.9647296395182837,0.9636871770776732,0.5546523049261606,0.5556947673667711,0.0010424624406105698,False
2010-05-03,0.9800708333333332,1.032686438405855,1.059265758773297,0.05261560507252172,0.07919492543996376,0.02657932036744204,False
2010-05-04,1.0534444444444444,1.038212782334864,1.0359638459705915,0.01523166210958049,0.01748059847385286,0.002248936364272369,False
2010-05-05,1.253686111111111,1.0460145507552774,1.0514623455625776,0.20767156035583367,0.2022237655485335,-0.005447794807300177,True
2010-05-06,0.9022569444444445,0.9808043078632233,0.9748130724875901,0.07854736341877877,0.0725561280431456,-0.005991235375633175,True
2010-05-07,1.1416694444444444,0.9761433058644282,0.9635166335471406,0.1655261385800162,0.17815281089730384,0.012626672317287646,False
2010-05-08,1.0648763888888888,1.208300093419041,1.1842653153775122,0.1434237045301523,0.11938892648862343,-0.02403477804152887,True
2010-05-09,1.0878541666666666,1.187114045200152,1.203755315187861,0.0992598785334855,0.11590114852119449,0.016641269987708984,False
2010-05-10,1.0193694444444446,0.9563961033744104,0.9776388473882943,0.06297334107003416,0.04173059705615023,-0.02124274401388393,True
2010-05-11,1.0912277777777777,1.0084069465703662,1.005327630210935,0.08282083120741146,0.08590014756684261,0.00307931635943115,False
2010-05-12,1.4134847222222222,1.0602933133753054,1.069388735074737,0.3531914088469168,0.3440959871474851,-0.009095421699431672,True
2010-05-13,1.0788714384989577,0.982790859930095,1.0251055542189744,0.09608057856886276,0.0537658842799833,-0.04231469428887946,True
2010-05-14,1.1959347222222223,1.0613828638417893,1.0983167962673643,0.13455185838043304,0.09761792595485796,-0.03693393242557508,True
2010-05-15,1.3505361111111112,1.1969217240533427,1.227844900600706,0.15361438705776842,0.12269121051040521,-0.030923176547363207,True
2010-05-16,1.4586291666666666,1.1904239067412177,1.2842316228529316,0.26820525992544897,0.17439754381373507,-0.0938077161117139,True
2010-05-17,1.1306819444444445,1.0864503027005272,1.1241342515915898,0.04423164174391725,0.006547692852854725,-0.037683948891062524,True
2010-05-18,0.9869333333333333,1.1047096128045466,1.1443963799986767,0.11777627947121327,0.1574630466653434,0.03968676719413011,False
2010-05-19,0.9908,1.2364346997136713,1.2776220971467507,0.24563469971367125,0.28682209714675067,0.04118739743307942,False
2010-05-20,0.8013180555555555,1.0724053082343372,1.098864933334127,0.27108725267878175,0.2975468777785715,0.02645962509978972,False
2010-05-21,0.898886111111111,1.0606411370639435,1.0610730030948112,0.16175502595283242,0.16218689198370018,0.00043186603086775577,False
2010-05-22,1.4553972222222222,1.1640897700969142,1.167642293253306,0.29130745212530806,0.2877549289689163,-0.0035525231563917625,True
2010-05-23,1.033025,1.1600931538348542,1.1994891773577694,0.12706815383485415,0.1664641773577693,0.03939602352291516,False
2010-05-24,0.9314805555555556,0.9839505602379209,0.9934566001330274,0.05247000468236529,0.061976044577471745,0.009506039895106455,False
2010-05-25,0.8323791666666667,0.980199995268581,1.0017139743780286,0.14782082860191437,0.1693348077113619,0.021513979109447523,False
2010-05-26,0.9638083333333334,0.9598123303707826,0.9622453023071843,0.00399600296255076,0.0015630310261490754,-0.0024329719364016844,True
2010-05-27,0.9189875000000001,0.9705839923054881,0.980079043646765,0.05159649230548802,0.061091543646764945,0.009495051341276928,False
2010-05-28,0.9709472222222222,0.9738921631601527,0.9574872565631912,0.002944940937930518,0.013459965659030959,0.010515024721100441,False
2010-05-29,1.4234777777777778,1.164546721617398,1.1892865260116645,0.2589310561603799,0.23419125176611333,-0.024739804394266596,True
2010-05-30,1.1567361111111112,1.1435263516575362,1.1705880640906419,0.013209759453574943,0.01385195297953068,0.0006421935259557365,False
2010-05-31,0.9308763888888889,0.9425930065125937,0.9555641359711663,0.011716617623704795,0.02468774708227739,0.012971129458572594,False
2010-06-01,0.8812249999999999,0.9821599406667955,1.0145081400762732,0.10093494066679554,0.1332831400762733,0.03234819940947775,False
2010-06-02,0.6811791666666667,0.9778167338430127,1.0026076206887142,0.29663756717634604,0.32142845402204756,0.02479088684570152,False
2010-06-03,0.9681847222222222,0.8546339768570571,0.8834003606664973,0.11355074536516507,0.08478436155572489,-0.028766383809440188,True
