date,Global_active_power,lag_1,lag_2,lag_3,lag_7,lag_14,rolling_mean_7,rolling_std_7,rolling_mean_14,rolling_std_14,dayofweek,month,is_weekend,tda_available_date,tda_window_end_date,tda_H0_n_points,tda_H0_lifetime_max,tda_H0_lifetime_sum,tda_H0_lifetime_mean,tda_H0_lifetime_median,tda_H0_lifetime_std,tda_H0_lifetime_q25,tda_H0_lifetime_q75,tda_H0_n_long_lifetime,tda_H0_persistence_entropy,tda_H1_n_points,tda_H1_lifetime_max,tda_H1_lifetime_sum,tda_H1_lifetime_mean,tda_H1_lifetime_median,tda_H1_lifetime_std,tda_H1_lifetime_q25,tda_H1_lifetime_q75,tda_H1_n_long_lifetime,tda_H1_persistence_entropy,tda_H1_lifetime_top1,tda_H1_lifetime_top2,tda_H1_lifetime_top3,tda_H1_lifetime_top4,tda_H1_lifetime_top5,tda_H1_max_to_sum_ratio,tda_H1_top2_to_top1_ratio,tda_H1_top1_minus_top2,tda_window_size,tda_point_cloud_n_points,tda_embedding_dim,tda_delay,tda_stride
2007-06-14,0.8743638888888889,0.643938888888889,0.6380319444444444,0.5518430555555556,0.6840291666666667,0.6517708333333333,0.8137987444240654,0.32193902649181694,0.8851685734320157,0.3111395892568203,3,6,0,2007-06-14,2007-06-13,149.0,8.483282089233398,840.8520560264587,5.64330238943932,5.894402027130127,1.5408376342922467,4.000626564025879,6.98740291595459,15.0,4.965618013111356,121.0,0.8720188140869141,31.912017822265625,0.2637356844815341,0.24061203002929688,0.19249010988260362,0.11320018768310547,0.37347888946533203,13.0,4.52021642331413,0.8720188140869141,0.8368864059448242,0.7430238723754883,0.7114219665527344,0.6917409896850586,0.027325718447001174,0.9597114103795148,0.035132408142089844,180.0,150.0,30.0,1.0,1.0
2007-06-15,0.687225,0.8743638888888889,0.643938888888889,0.6380319444444444,1.491698611111111,0.7261417651146629,0.84098941902724,0.31715429593655586,0.9010680774002697,0.3038984001517777,4,6,0,2007-06-14,2007-06-13,149.0,8.483282089233398,840.8520560264587,5.64330238943932,5.894402027130127,1.5408376342922467,4.000626564025879,6.98740291595459,15.0,4.965618013111356,121.0,0.8720188140869141,31.912017822265625,0.2637356844815341,0.24061203002929688,0.19249010988260362,0.11320018768310547,0.37347888946533203,13.0,4.52021642331413,0.8720188140869141,0.8368864059448242,0.7430238723754883,0.7114219665527344,0.6917409896850586,0.027325718447001174,0.9597114103795148,0.035132408142089844,180.0,150.0,30.0,1.0,1.0
2007-06-16,1.4012236111111112,0.687225,0.8743638888888889,0.643938888888889,0.7559300998573467,1.0308069444444445,0.7260646174399384,0.13619113917777986,0.898288308463508,0.30579361521733284,5,6,1,2007-06-14,2007-06-13,149.0,8.483282089233398,840.8520560264587,5.64330238943932,5.894402027130127,1.5408376342922467,4.000626564025879,6.98740291595459,15.0,4.965618013111356,121.0,0.8720188140869141,31.912017822265625,0.2637356844815341,0.24061203002929688,0.19249010988260362,0.11320018768310547,0.37347888946533203,13.0,4.52021642331413,0.8720188140869141,0.8368864059448242,0.7430238723754883,0.7114219665527344,0.6917409896850586,0.027325718447001174,0.9597114103795148,0.035132408142089844,180.0,150.0,30.0,1.0,1.0
2007-06-17,1.3521458333333334,1.4012236111111112,0.687225,0.8743638888888889,0.9311194444444444,1.4639069444444444,0.8182494047619048,0.290617054140302,0.9247466417968413,0.33295976639921065,6,6,1,2007-06-14,2007-06-13,149.0,8.483282089233398,840.8520560264587,5.64330238943932,5.894402027130127,1.5408376342922467,4.000626564025879,6.98740291595459,15.0,4.965618013111356,121.0,0.8720188140869141,31.912017822265625,0.2637356844815341,0.24061203002929688,0.19249010988260362,0.11320018768310547,0.37347888946533203,13.0,4.52021642331413,0.8720188140869141,0.8368864059448242,0.7430238723754883,0.7114219665527344,0.6917409896850586,0.027325718447001174,0.9597114103795148,0.035132408142089844,180.0,150.0,30.0,1.0,1.0
2007-06-18,0.47116250000000004,1.3521458333333334,1.4012236111111112,0.687225,0.5518430555555556,0.6330680555555556,0.8783960317460318,0.35443195547324713,0.9167637052889049,0.3201313112373344,0,6,0,2007-06-14,2007-06-13,149.0,8.483282089233398,840.8520560264587,5.64330238943932,5.894402027130127,1.5408376342922467,4.000626564025879,6.98740291595459,15.0,4.965618013111356,121.0,0.8720188140869141,31.912017822265625,0.2637356844815341,0.24061203002929688,0.19249010988260362,0.11320018768310547,0.37347888946533203,13.0,4.52021642331413,0.8720188140869141,0.8368864059448242,0.7430238723754883,0.7114219665527344,0.6917409896850586,0.027325718447001174,0.9597114103795148,0.035132408142089844,180.0,150.0,30.0,1.0,1.0
2007-06-19,0.5857858136300418,0.47116250000000004,1.3521458333333334,1.4012236111111112,0.6380319444444444,1.0131194444444445,0.8668702380952381,0.367877801733144,0.9051990227492224,0.3338006728774665,1,6,0,2007-06-14,2007-06-13,149.0,8.483282089233398,840.8520560264587,5.64330238943932,5.894402027130127,1.5408376342922467,4.000626564025879,6.98740291595459,15.0,4.965618013111356,121.0,0.8720188140869141,31.912017822265625,0.2637356844815341,0.24061203002929688,0.19249010988260362,0.11320018768310547,0.37347888946533203,13.0,4.52021642331413,0.8720188140869141,0.8368864059448242,0.7430238723754883,0.7114219665527344,0.6917409896850586,0.027325718447001174,0.9597114103795148,0.035132408142089844,180.0,150.0,30.0,1.0,1.0
2007-06-20,0.7460319444444445,0.5857858136300418,0.47116250000000004,1.3521458333333334,0.643938888888889,1.176954829742877,0.8594065051217521,0.3737771171689286,0.874675191976765,0.3425954870919956,2,6,0,2007-06-14,2007-06-13,149.0,8.483282089233398,840.8520560264587,5.64330238943932,5.894402027130127,1.5408376342922467,4.000626564025879,6.98740291595459,15.0,4.965618013111356,121.0,0.8720188140869141,31.912017822265625,0.2637356844815341,0.24061203002929688,0.19249010988260362,0.11320018768310547,0.37347888946533203,13.0,4.52021642331413,0.8720188140869141,0.8368864059448242,0.7430238723754883,0.7114219665527344,0.6917409896850586,0.027325718447001174,0.9597114103795148,0.035132408142089844,180.0,150.0,30.0,1.0,1.0
2007-06-21,0.5603791666666667,0.7460319444444445,0.5857858136300418,0.47116250000000004,0.8743638888888889,0.6840291666666667,0.8739912273439743,0.3658766865175329,0.8438949858840198,0.33255929391423,3,6,0,2007-06-21,2007-06-20,149.0,8.152966499328613,808.7856810092926,5.428091818854313,5.6543684005737305,1.4857858823847716,3.8258612155914307,6.746674537658691,15.0,4.9657534910617835,115.0,0.8720188140869141,31.680222511291504,0.2754801957503609,0.24569082260131836,0.18577813463801068,0.13453054428100586,0.38899779319763184,12.0,4.503585769394398,0.8720188140869141,0.8394174575805664,0.7114219665527344,0.6496686935424805,0.6190123558044434,0.027525653071916022,0.9626139299064501,0.032601356506347656,180.0,150.0,30.0,1.0,1.0
2007-06-22,0.3932597222222222,0.5603791666666667,0.7460319444444445,0.5857858136300418,0.687225,1.491698611111111,0.8291362670265139,0.38459136580106407,0.8350628430268768,0.3387165750437368,4,6,0,2007-06-21,2007-06-20,149.0,8.152966499328613,808.7856810092926,5.428091818854313,5.6543684005737305,1.4857858823847716,3.8258612155914307,6.746674537658691,15.0,4.9657534910617835,115.0,0.8720188140869141,31.680222511291504,0.2754801957503609,0.24569082260131836,0.18577813463801068,0.13453054428100586,0.38899779319763184,12.0,4.503585769394398,0.8720188140869141,0.8394174575805664,0.7114219665527344,0.6496686935424805,0.6190123558044434,0.027525653071916022,0.9626139299064501,0.032601356506347656,180.0,150.0,30.0,1.0,1.0
2007-06-23,0.33164305555555557,0.3932597222222222,0.5603791666666667,0.7460319444444445,1.4012236111111112,0.7559300998573467,0.7871412273439742,0.4173263277476945,0.7566029223919564,0.2999117786055271,5,6,1,2007-06-21,2007-06-20,149.0,8.152966499328613,808.7856810092926,5.428091818854313,5.6543684005737305,1.4857858823847716,3.8258612155914307,6.746674537658691,15.0,4.9657534910617835,115.0,0.8720188140869141,31.680222511291504,0.2754801957503609,0.24569082260131836,0.18577813463801068,0.13453054428100586,0.38899779319763184,12.0,4.503585769394398,0.8720188140869141,0.8394174575805664,0.7114219665527344,0.6496686935424805,0.6190123558044434,0.027525653071916022,0.9626139299064501,0.032601356506347656,180.0,150.0,30.0,1.0,1.0
